year,city,state,city_tier,population_approx,median_salary_gross_usd_monthly,median_salary_net_usd_monthly,median_salary_gross_usd_annual,national_median_gross_usd_monthly,national_median_gross_usd_annual,national_mean_gross_usd_monthly,fed_min_wage_usd_hourly,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_usd,rent_1br_outside_center_usd,meal_cheap_restaurant_usd,groceries_monthly_usd,public_transport_monthly_usd,est_monthly_cost_single_usd,affordability_ratio,rent_to_income_pct,data_source
2018,St. Petersburg,Florida,city_medium,258000,3288,2400,39456,3220,38640,4330,7.25,1.021,2.4,57.1,989,788,11,320,51,1499,1.6,24.0,bls_modeled
2019,St. Petersburg,Florida,city_medium,258000,3219,2350,38628,3318,39810,4458,7.25,0.97,1.8,57.4,987,791,12,311,51,1515,1.55,24.6,bls_modeled
2020,St. Petersburg,Florida,city_medium,258000,3511,2563,42132,3496,41950,4692,7.25,1.004,1.2,58.7,969,802,12,334,54,1554,1.65,22.8,bls_modeled
2021,St. Petersburg,Florida,city_medium,258000,3917,2859,47004,3813,45760,4855,7.25,1.027,4.7,57.8,992,847,12,335,56,1608,1.78,21.6,bls_modeled
2022,St. Petersburg,Florida,city_medium,258000,4009,2927,48108,3859,46310,5158,7.25,1.039,8.0,59.4,1077,912,14,366,58,1756,1.67,22.7,bls_modeled
2023,St. Petersburg,Florida,city_medium,258000,4213,3075,50556,4005,48060,5456,7.25,1.052,4.1,59.3,1212,936,13,385,61,1788,1.72,22.2,bls_modeled
2024,St. Petersburg,Florida,city_medium,258000,4251,3103,51012,4167,50000,5660,7.25,1.02,2.9,58.5,1172,952,14,377,63,1822,1.7,22.4,bls_modeled
2010,Nashville,Tennessee,city_large,678000,2802,2045,33624,2820,33840,3622,7.25,0.994,1.6,73.2,1115,801,12,312,57,1514,1.35,28.6,numbeo
2011,Nashville,Tennessee,city_large,678000,2837,2071,34044,2872,34460,3701,7.25,0.988,3.2,72.8,1143,854,12,334,56,1592,1.3,30.1,numbeo
2012,Nashville,Tennessee,city_large,678000,2916,2129,34992,2896,34750,3769,7.25,1.007,2.1,72.7,1130,836,11,339,60,1565,1.36,28.7,numbeo
2013,Nashville,Tennessee,city_large,678000,2834,2069,34008,2923,35080,3870,7.25,0.97,1.5,73.6,1190,879,11,347,61,1619,1.28,31.0,numbeo
2014,Nashville,Tennessee,city_large,678000,3005,2194,36060,2962,35540,3936,7.25,1.015,1.6,74.6,1182,870,13,353,62,1658,1.32,29.0,numbeo
2015,Nashville,Tennessee,city_large,678000,2991,2183,35892,3017,36200,4027,7.25,0.991,0.1,73.9,1223,946,12,328,63,1690,1.29,31.6,numbeo
2016,Nashville,Tennessee,city_large,678000,3133,2287,37596,3087,37040,4136,7.25,1.015,1.3,75.0,1254,903,13,337,61,1676,1.36,28.8,numbeo
2017,Nashville,Tennessee,city_large,678000,3153,2302,37836,3141,37690,4218,7.25,1.004,2.1,74.6,1250,951,13,359,62,1749,1.32,30.2,numbeo
2018,Nashville,Tennessee,city_large,678000,3146,2297,37752,3220,38640,4330,7.25,0.977,2.4,75.4,1298,974,13,353,67,1774,1.29,31.0,numbeo
2019,Nashville,Tennessee,city_large,678000,3302,2410,39624,3318,39810,4458,7.25,0.995,1.8,74.1,1333,955,13,376,63,1776,1.36,28.9,numbeo
2020,Nashville,Tennessee,city_large,678000,3490,2548,41880,3496,41950,4692,7.25,0.998,1.2,74.9,1317,961,13,375,68,1788,1.43,27.5,numbeo
2021,Nashville,Tennessee,city_large,678000,3867,2823,46404,3813,45760,4855,7.25,1.014,4.7,75.9,1450,1041,14,391,69,1911,1.48,26.9,numbeo
2022,Nashville,Tennessee,city_large,678000,3736,2727,44832,3859,46310,5158,7.25,0.968,8.0,75.2,1566,1075,16,415,75,2025,1.35,28.8,numbeo
2023,Nashville,Tennessee,city_large,678000,4068,2970,48816,4005,48060,5456,7.25,1.016,4.1,75.2,1486,1113,15,440,77,2076,1.43,27.4,numbeo
2024,Nashville,Tennessee,city_large,678000,4101,2994,49212,4167,50000,5660,7.25,0.984,2.9,75.7,1653,1164,16,434,79,2147,1.39,28.4,numbeo
2010,Memphis,Tennessee,city_large,633000,2228,1626,26736,2820,33840,3622,7.25,0.79,1.6,56.2,1078,863,11,305,57,1549,1.05,38.7,numbeo
2011,Memphis,Tennessee,city_large,633000,2300,1679,27600,2872,34460,3701,7.25,0.801,3.2,55.5,1200,819,11,314,57,1518,1.11,35.6,numbeo
2012,Memphis,Tennessee,city_large,633000,2293,1674,27516,2896,34750,3769,7.25,0.792,2.1,56.3,1121,847,12,334,57,1588,1.05,36.9,numbeo
2013,Memphis,Tennessee,city_large,633000,2442,1783,29304,2923,35080,3870,7.25,0.835,1.5,56.4,1213,849,12,322,60,1583,1.13,34.8,numbeo
2014,Memphis,Tennessee,city_large,633000,2352,1717,28224,2962,35540,3936,7.25,0.794,1.6,55.7,1210,879,12,341,63,1636,1.05,37.4,numbeo
2015,Memphis,Tennessee,city_large,633000,2506,1829,30072,3017,36200,4027,7.25,0.831,0.1,56.2,1213,905,12,336,61,1655,1.11,36.1,numbeo
2016,Memphis,Tennessee,city_large,633000,2506,1829,30072,3087,37040,4136,7.25,0.812,1.3,57.3,1233,954,12,347,59,1715,1.07,38.1,numbeo
2017,Memphis,Tennessee,city_large,633000,2506,1829,30072,3141,37690,4218,7.25,0.798,2.1,57.0,1309,902,13,359,64,1702,1.07,36.0,numbeo
2018,Memphis,Tennessee,city_large,633000,2670,1949,32040,3220,38640,4330,7.25,0.829,2.4,57.2,1327,919,13,357,65,1721,1.13,34.4,numbeo
2019,Memphis,Tennessee,city_large,633000,2810,2051,33720,3318,39810,4458,7.25,0.847,1.8,57.4,1242,1025,13,382,68,1857,1.1,36.5,numbeo
2020,Memphis,Tennessee,city_large,633000,2872,2097,34464,3496,41950,4692,7.25,0.822,1.2,57.2,1280,1031,13,377,66,1858,1.13,35.9,numbeo
2021,Memphis,Tennessee,city_large,633000,3086,2253,37032,3813,45760,4855,7.25,0.809,4.7,57.0,1433,1049,14,377,70,1906,1.18,34.0,numbeo
2022,Memphis,Tennessee,city_large,633000,3148,2298,37776,3859,46310,5158,7.25,0.816,8.0,57.6,1435,1109,15,412,74,2035,1.13,35.2,numbeo
2023,Memphis,Tennessee,city_large,633000,3245,2369,38940,4005,48060,5456,7.25,0.81,4.1,58.0,1555,1187,16,442,78,2173,1.09,36.6,numbeo
2024,Memphis,Tennessee,city_large,633000,3495,2551,41940,4167,50000,5660,7.25,0.839,2.9,58.5,1587,1172,16,459,81,2182,1.17,33.5,numbeo
2010,Knoxville,Tennessee,city_medium,190000,2511,1833,30132,2820,33840,3622,7.25,0.89,1.6,54.6,829,630,10,268,44,1246,1.47,25.1,bls_modeled
2011,Knoxville,Tennessee,city_medium,190000,2564,1872,30768,2872,34460,3701,7.25,0.893,3.2,55.0,865,708,10,284,45,1345,1.39,27.6,bls_modeled
2012,Knoxville,Tennessee,city_medium,190000,2624,1916,31488,2896,34750,3769,7.25,0.906,2.1,54.8,859,715,10,276,49,1350,1.42,27.2,bls_modeled
2013,Knoxville,Tennessee,city_medium,190000,2580,1883,30960,2923,35080,3870,7.25,0.883,1.5,56.0,890,727,11,297,47,1403,1.34,28.2,bls_modeled
2014,Knoxville,Tennessee,city_medium,190000,2771,2023,33252,2962,35540,3936,7.25,0.936,1.6,55.4,944,745,11,293,48,1419,1.43,26.9,bls_modeled
2015,Knoxville,Tennessee,city_medium,190000,2819,2058,33828,3017,36200,4027,7.25,0.934,0.1,55.5,937,719,11,293,49,1394,1.48,25.5,bls_modeled
2016,Knoxville,Tennessee,city_medium,190000,2783,2032,33396,3087,37040,4136,7.25,0.902,1.3,56.0,942,751,11,288,50,1424,1.43,27.0,bls_modeled
2017,Knoxville,Tennessee,city_medium,190000,2811,2052,33732,3141,37690,4218,7.25,0.895,2.1,56.7,942,759,10,299,52,1427,1.44,27.0,bls_modeled
2018,Knoxville,Tennessee,city_medium,190000,3016,2202,36192,3220,38640,4330,7.25,0.937,2.4,56.4,937,777,11,306,50,1473,1.49,25.8,bls_modeled
2019,Knoxville,Tennessee,city_medium,190000,3109,2270,37308,3318,39810,4458,7.25,0.937,1.8,56.2,1019,775,11,305,53,1475,1.54,24.9,bls_modeled
2020,Knoxville,Tennessee,city_medium,190000,3344,2441,40128,3496,41950,4692,7.25,0.957,1.2,55.9,956,804,12,327,54,1549,1.58,24.0,bls_modeled
2021,Knoxville,Tennessee,city_medium,190000,3618,2641,43416,3813,45760,4855,7.25,0.949,4.7,57.4,1086,804,12,332,55,1561,1.69,22.2,bls_modeled
2022,Knoxville,Tennessee,city_medium,190000,3499,2554,41988,3859,46310,5158,7.25,0.907,8.0,56.4,1168,844,12,368,63,1655,1.54,24.1,bls_modeled
2023,Knoxville,Tennessee,city_medium,190000,3752,2739,45024,4005,48060,5456,7.25,0.937,4.1,58.0,1154,931,14,381,62,1800,1.52,24.8,bls_modeled
2024,Knoxville,Tennessee,city_medium,190000,4043,2951,48516,4167,50000,5660,7.25,0.97,2.9,57.1,1220,927,14,400,63,1820,1.62,22.9,bls_modeled
2010,Louisville,Kentucky,city_large,633000,2382,1739,28584,2820,33840,3622,7.25,0.845,1.6,59.0,1125,811,11,320,54,1509,1.15,34.0,numbeo
2011,Louisville,Kentucky,city_large,633000,2503,1827,30036,2872,34460,3701,7.25,0.872,3.2,59.0,1155,850,11,335,59,1572,1.16,34.0,numbeo
2012,Louisville,Kentucky,city_large,633000,2540,1854,30480,2896,34750,3769,7.25,0.877,2.1,59.1,1182,836,12,319,58,1563,1.19,32.9,numbeo
2013,Louisville,Kentucky,city_large,633000,2505,1829,30060,2923,35080,3870,7.25,0.857,1.5,59.8,1162,875,12,332,60,1619,1.13,34.9,numbeo
2014,Louisville,Kentucky,city_large,633000,2638,1926,31656,2962,35540,3936,7.25,0.891,1.6,60.4,1173,933,12,351,60,1697,1.13,35.4,numbeo
2015,Louisville,Kentucky,city_large,633000,2686,1961,32232,3017,36200,4027,7.25,0.89,0.1,60.0,1199,916,12,343,63,1675,1.17,34.1,numbeo
2016,Louisville,Kentucky,city_large,633000,2658,1940,31896,3087,37040,4136,7.25,0.861,1.3,60.7,1244,932,12,348,59,1694,1.15,35.1,numbeo
2017,Louisville,Kentucky,city_large,633000,2806,2048,33672,3141,37690,4218,7.25,0.893,2.1,60.4,1291,956,12,347,65,1725,1.19,34.1,numbeo
2018,Louisville,Kentucky,city_large,633000,2891,2110,34692,3220,38640,4330,7.25,0.898,2.4,61.2,1267,983,13,346,65,1774,1.19,34.0,numbeo
2019,Louisville,Kentucky,city_large,633000,2973,2170,35676,3318,39810,4458,7.25,0.896,1.8,61.5,1351,1022,14,374,65,1863,1.16,34.4,numbeo
2020,Louisville,Kentucky,city_large,633000,3185,2325,38220,3496,41950,4692,7.25,0.911,1.2,61.5,1277,941,14,371,66,1782,1.3,29.5,numbeo
2021,Louisville,Kentucky,city_large,633000,3307,2414,39684,3813,45760,4855,7.25,0.867,4.7,60.8,1331,1035,14,389,67,1901,1.27,31.3,numbeo
2022,Louisville,Kentucky,city_large,633000,3388,2473,40656,3859,46310,5158,7.25,0.878,8.0,61.7,1439,1087,16,421,74,2042,1.21,32.1,numbeo
2023,Louisville,Kentucky,city_large,633000,3514,2565,42168,4005,48060,5456,7.25,0.877,4.1,62.1,1553,1157,15,434,78,2115,1.21,32.9,numbeo
2024,Louisville,Kentucky,city_large,633000,3719,2715,44628,4167,50000,5660,7.25,0.892,2.9,62.8,1600,1237,16,467,78,2252,1.21,33.3,numbeo
2010,Birmingham,Alabama,city_large,212000,2315,1690,27780,2820,33840,3622,7.25,0.821,1.6,55.6,1118,861,11,304,55,1544,1.09,37.2,numbeo
2011,Birmingham,Alabama,city_large,212000,2340,1708,28080,2872,34460,3701,7.25,0.815,3.2,56.0,1104,866,12,327,57,1598,1.07,37.0,numbeo
2012,Birmingham,Alabama,city_large,212000,2343,1710,28116,2896,34750,3769,7.25,0.809,2.1,56.6,1178,889,12,317,60,1616,1.06,37.9,numbeo
2013,Birmingham,Alabama,city_large,212000,2331,1702,27972,2923,35080,3870,7.25,0.797,1.5,55.7,1247,898,12,348,61,1659,1.03,38.5,numbeo
2014,Birmingham,Alabama,city_large,212000,2326,1698,27912,2962,35540,3936,7.25,0.785,1.6,56.9,1203,949,12,327,62,1691,1.0,40.8,numbeo
2015,Birmingham,Alabama,city_large,212000,2476,1807,29712,3017,36200,4027,7.25,0.821,0.1,56.8,1165,888,12,327,62,1630,1.11,35.9,numbeo
2016,Birmingham,Alabama,city_large,212000,2463,1798,29556,3087,37040,4136,7.25,0.798,1.3,56.6,1286,938,12,350,60,1703,1.06,38.1,numbeo
2017,Birmingham,Alabama,city_large,212000,2532,1848,30384,3141,37690,4218,7.25,0.806,2.1,56.0,1309,974,13,363,62,1776,1.04,38.5,numbeo
2018,Birmingham,Alabama,city_large,212000,2676,1953,32112,3220,38640,4330,7.25,0.831,2.4,56.7,1277,953,12,373,64,1750,1.12,35.6,numbeo
2019,Birmingham,Alabama,city_large,212000,2834,2069,34008,3318,39810,4458,7.25,0.854,1.8,56.6,1300,936,13,362,65,1745,1.19,33.0,numbeo
2020,Birmingham,Alabama,city_large,212000,2972,2170,35664,3496,41950,4692,7.25,0.85,1.2,56.9,1351,959,13,382,65,1790,1.21,32.3,numbeo
2021,Birmingham,Alabama,city_large,212000,3167,2312,38004,3813,45760,4855,7.25,0.831,4.7,57.4,1400,1034,14,382,68,1894,1.22,32.6,numbeo
2022,Birmingham,Alabama,city_large,212000,3258,2378,39096,3859,46310,5158,7.25,0.844,8.0,57.5,1465,1112,14,436,76,2044,1.16,34.1,numbeo
2023,Birmingham,Alabama,city_large,212000,3437,2509,41244,4005,48060,5456,7.25,0.858,4.1,57.9,1546,1206,15,453,80,2185,1.15,35.1,numbeo
2024,Birmingham,Alabama,city_large,212000,3573,2608,42876,4167,50000,5660,7.25,0.857,2.9,58.3,1649,1164,15,444,81,2139,1.22,32.6,numbeo
2010,Huntsville,Alabama,city_medium,216000,2436,1778,29232,2820,33840,3622,7.25,0.864,1.6,53.2,844,632,10,266,45,1247,1.43,25.9,bls_modeled
2011,Huntsville,Alabama,city_medium,216000,2485,1814,29820,2872,34460,3701,7.25,0.865,3.2,53.8,831,657,10,275,48,1288,1.41,26.4,bls_modeled
2012,Huntsville,Alabama,city_medium,216000,2517,1837,30204,2896,34750,3769,7.25,0.869,2.1,54.8,918,718,10,288,48,1364,1.35,28.5,bls_modeled
2013,Huntsville,Alabama,city_medium,216000,2616,1910,31392,2923,35080,3870,7.25,0.895,1.5,54.7,902,679,10,298,50,1339,1.43,26.0,bls_modeled
2014,Huntsville,Alabama,city_medium,216000,2560,1869,30720,2962,35540,3936,7.25,0.864,1.6,55.2,909,738,11,285,48,1404,1.33,28.8,bls_modeled
2015,Huntsville,Alabama,city_medium,216000,2597,1896,31164,3017,36200,4027,7.25,0.861,0.1,54.8,877,711,11,304,48,1396,1.36,27.4,bls_modeled
2016,Huntsville,Alabama,city_medium,216000,2704,1974,32448,3087,37040,4136,7.25,0.876,1.3,55.1,965,712,11,289,50,1386,1.42,26.3,bls_modeled
2017,Huntsville,Alabama,city_medium,216000,2729,1992,32748,3141,37690,4218,7.25,0.869,2.1,54.5,906,729,11,302,53,1421,1.4,26.7,bls_modeled
2018,Huntsville,Alabama,city_medium,216000,2869,2094,34428,3220,38640,4330,7.25,0.891,2.4,55.8,946,746,11,322,52,1460,1.43,26.0,bls_modeled
2019,Huntsville,Alabama,city_medium,216000,2996,2187,35952,3318,39810,4458,7.25,0.903,1.8,56.2,1019,776,11,310,52,1480,1.48,25.9,bls_modeled
2020,Huntsville,Alabama,city_medium,216000,3005,2194,36060,3496,41950,4692,7.25,0.86,1.2,56.1,958,817,12,311,53,1545,1.42,27.2,bls_modeled
2021,Huntsville,Alabama,city_medium,216000,3388,2473,40656,3813,45760,4855,7.25,0.889,4.7,56.6,1014,802,12,339,58,1569,1.58,23.7,bls_modeled
2022,Huntsville,Alabama,city_medium,216000,3456,2523,41472,3859,46310,5158,7.25,0.896,8.0,56.7,1120,852,14,372,60,1704,1.48,24.7,bls_modeled
2023,Huntsville,Alabama,city_medium,216000,3515,2566,42180,4005,48060,5456,7.25,0.878,4.1,56.8,1131,949,14,393,64,1832,1.4,27.0,bls_modeled
2024,Huntsville,Alabama,city_medium,216000,3716,2713,44592,4167,50000,5660,7.25,0.892,2.9,56.2,1179,940,14,404,67,1841,1.47,25.3,bls_modeled
2010,New Orleans,Louisiana,city_large,383000,2536,1851,30432,2820,33840,3622,7.25,0.899,1.6,65.5,1100,821,11,309,57,1511,1.23,32.4,numbeo
2011,New Orleans,Louisiana,city_large,383000,2602,1899,31224,2872,34460,3701,7.25,0.906,3.2,65.6,1201,890,12,321,55,1614,1.18,34.2,numbeo
2012,New Orleans,Louisiana,city_large,383000,2643,1929,31716,2896,34750,3769,7.25,0.913,2.1,64.9,1225,840,12,336,57,1583,1.22,31.8,numbeo
2013,New Orleans,Louisiana,city_large,383000,2527,1845,30324,2923,35080,3870,7.25,0.865,1.5,65.1,1249,891,11,334,58,1615,1.14,35.3,numbeo
2014,New Orleans,Louisiana,city_large,383000,2617,1910,31404,2962,35540,3936,7.25,0.884,1.6,65.4,1246,923,13,344,60,1700,1.12,35.3,numbeo
2015,New Orleans,Louisiana,city_large,383000,2623,1915,31476,3017,36200,4027,7.25,0.869,0.1,66.0,1199,876,12,333,59,1621,1.18,33.4,numbeo
2016,New Orleans,Louisiana,city_large,383000,2773,2024,33276,3087,37040,4136,7.25,0.898,1.3,66.6,1241,908,13,346,62,1691,1.2,32.7,numbeo
2017,New Orleans,Louisiana,city_large,383000,2890,2110,34680,3141,37690,4218,7.25,0.92,2.1,66.6,1197,930,12,363,65,1715,1.23,32.2,numbeo
2018,New Orleans,Louisiana,city_large,383000,2941,2147,35292,3220,38640,4330,7.25,0.913,2.4,67.0,1334,987,12,349,62,1758,1.22,33.6,numbeo
2019,New Orleans,Louisiana,city_large,383000,3052,2228,36624,3318,39810,4458,7.25,0.92,1.8,66.7,1255,957,13,363,66,1768,1.26,31.4,numbeo
2020,New Orleans,Louisiana,city_large,383000,3256,2377,39072,3496,41950,4692,7.25,0.931,1.2,66.7,1376,982,13,359,65,1790,1.33,30.2,numbeo
2021,New Orleans,Louisiana,city_large,383000,3389,2474,40668,3813,45760,4855,7.25,0.889,4.7,67.4,1433,1022,14,397,68,1897,1.3,30.2,numbeo
2022,New Orleans,Louisiana,city_large,383000,3437,2509,41244,3859,46310,5158,7.25,0.891,8.0,67.9,1558,1143,16,427,75,2105,1.19,33.3,numbeo
2023,New Orleans,Louisiana,city_large,383000,3727,2721,44724,4005,48060,5456,7.25,0.931,4.1,67.6,1504,1126,16,425,75,2092,1.3,30.2,numbeo
2024,New Orleans,Louisiana,city_large,383000,3672,2681,44064,4167,50000,5660,7.25,0.881,2.9,67.6,1600,1167,16,437,79,2153,1.25,31.8,numbeo
2010,Baton Rouge,Louisiana,city_medium,227000,2405,1756,28860,2820,33840,3622,7.25,0.853,1.6,53.2,842,630,9,274,45,1233,1.42,26.2,bls_modeled
2011,Baton Rouge,Louisiana,city_medium,227000,2450,1788,29400,2872,34460,3701,7.25,0.853,3.2,53.7,831,701,10,282,46,1337,1.34,28.6,bls_modeled
2012,Baton Rouge,Louisiana,city_medium,227000,2520,1840,30240,2896,34750,3769,7.25,0.87,2.1,54.5,854,694,10,287,47,1338,1.38,27.5,bls_modeled
2013,Baton Rouge,Louisiana,city_medium,227000,2534,1850,30408,2923,35080,3870,7.25,0.867,1.5,55.3,885,680,10,289,47,1328,1.39,26.8,bls_modeled
2014,Baton Rouge,Louisiana,city_medium,227000,2571,1877,30852,2962,35540,3936,7.25,0.868,1.6,54.8,899,750,11,287,49,1419,1.32,29.2,bls_modeled
2015,Baton Rouge,Louisiana,city_medium,227000,2663,1944,31956,3017,36200,4027,7.25,0.883,0.1,55.7,924,712,10,298,49,1372,1.42,26.7,bls_modeled
2016,Baton Rouge,Louisiana,city_medium,227000,2667,1947,32004,3087,37040,4136,7.25,0.864,1.3,54.5,888,742,11,302,52,1431,1.36,27.8,bls_modeled
2017,Baton Rouge,Louisiana,city_medium,227000,2856,2085,34272,3141,37690,4218,7.25,0.909,2.1,56.1,960,748,11,295,52,1432,1.46,26.2,bls_modeled
2018,Baton Rouge,Louisiana,city_medium,227000,2821,2059,33852,3220,38640,4330,7.25,0.876,2.4,56.0,948,774,12,318,53,1505,1.37,27.4,bls_modeled
2019,Baton Rouge,Louisiana,city_medium,227000,2853,2083,34236,3318,39810,4458,7.25,0.86,1.8,56.5,969,778,11,306,52,1478,1.41,27.3,bls_modeled
2020,Baton Rouge,Louisiana,city_medium,227000,3215,2347,38580,3496,41950,4692,7.25,0.92,1.2,55.6,962,760,12,331,55,1510,1.55,23.6,bls_modeled
2021,Baton Rouge,Louisiana,city_medium,227000,3319,2423,39828,3813,45760,4855,7.25,0.87,4.7,56.8,1009,848,12,330,54,1602,1.51,25.5,bls_modeled
2022,Baton Rouge,Louisiana,city_medium,227000,3461,2527,41532,3859,46310,5158,7.25,0.897,8.0,56.2,1069,847,13,373,61,1681,1.5,24.5,bls_modeled
2023,Baton Rouge,Louisiana,city_medium,227000,3500,2555,42000,4005,48060,5456,7.25,0.874,4.1,57.1,1142,893,14,377,61,1757,1.45,25.5,bls_modeled
2024,Baton Rouge,Louisiana,city_medium,227000,3655,2668,43860,4167,50000,5660,7.25,0.877,2.9,56.6,1193,980,13,375,67,1832,1.46,26.8,bls_modeled
2010,Chicago,Illinois,city_large,2696000,3215,2347,38580,2820,33840,3622,7.25,1.14,1.6,78.2,1072,827,11,314,54,1519,1.55,25.7,numbeo
2011,Chicago,Illinois,city_large,2696000,3195,2332,38340,2872,34460,3701,7.25,1.112,3.2,78.5,1098,885,11,335,56,1604,1.45,27.7,numbeo
2012,Chicago,Illinois,city_large,2696000,3285,2398,39420,2896,34750,3769,7.25,1.134,2.1,79.2,1165,844,11,342,57,1573,1.52,25.7,numbeo
2013,Chicago,Illinois,city_large,2696000,3310,2416,39720,2923,35080,3870,7.25,1.132,1.5,78.8,1226,874,12,341,57,1624,1.49,26.4,numbeo
2014,Chicago,Illinois,city_large,2696000,3237,2363,38844,2962,35540,3936,7.25,1.093,1.6,80.1,1152,923,13,346,63,1705,1.39,28.5,numbeo
2015,Chicago,Illinois,city_large,2696000,3468,2532,41616,3017,36200,4027,7.25,1.149,0.1,79.8,1229,879,12,353,60,1645,1.54,25.3,numbeo
2016,Chicago,Illinois,city_large,2696000,3474,2536,41688,3087,37040,4136,7.25,1.125,1.3,79.8,1240,890,13,340,63,1668,1.52,25.6,numbeo
2017,Chicago,Illinois,city_large,2696000,3644,2660,43728,3141,37690,4218,7.25,1.16,2.1,80.0,1216,913,12,343,61,1674,1.59,25.1,numbeo
2018,Chicago,Illinois,city_large,2696000,3761,2746,45132,3220,38640,4330,7.25,1.168,2.4,80.0,1227,925,13,369,63,1737,1.58,24.6,numbeo
2019,Chicago,Illinois,city_large,2696000,3804,2777,45648,3318,39810,4458,7.25,1.146,1.8,81.2,1258,972,13,372,63,1789,1.55,25.6,numbeo
2020,Chicago,Illinois,city_large,2696000,4044,2952,48528,3496,41950,4692,7.25,1.157,1.2,81.2,1283,979,14,360,66,1809,1.63,24.2,numbeo
2021,Chicago,Illinois,city_large,2696000,4239,3094,50868,3813,45760,4855,7.25,1.112,4.7,81.6,1344,1054,14,394,70,1928,1.6,24.9,numbeo
2022,Chicago,Illinois,city_large,2696000,4391,3205,52692,3859,46310,5158,7.25,1.138,8.0,81.7,1459,1072,16,432,72,2036,1.57,24.4,numbeo
2023,Chicago,Illinois,city_large,2696000,4708,3437,56496,4005,48060,5456,7.25,1.176,4.1,81.7,1502,1159,16,433,78,2136,1.61,24.6,numbeo
2024,Chicago,Illinois,city_large,2696000,4773,3484,57276,4167,50000,5660,7.25,1.145,2.9,82.1,1521,1153,16,464,80,2167,1.61,24.2,numbeo
2010,Aurora,Illinois,city_medium,180000,3093,2258,37116,2820,33840,3622,7.25,1.097,1.6,57.6,798,670,10,271,46,1291,1.75,21.7,bls_modeled
2011,Aurora,Illinois,city_medium,180000,3127,2283,37524,2872,34460,3701,7.25,1.089,3.2,58.2,846,679,10,272,47,1306,1.75,21.7,bls_modeled
2012,Aurora,Illinois,city_medium,180000,3247,2370,38964,2896,34750,3769,7.25,1.121,2.1,58.5,900,686,10,286,47,1329,1.78,21.1,bls_modeled
2013,Aurora,Illinois,city_medium,180000,3301,2410,39612,2923,35080,3870,7.25,1.129,1.5,59.3,885,699,10,296,48,1355,1.78,21.2,bls_modeled
2014,Aurora,Illinois,city_medium,180000,3313,2418,39756,2962,35540,3936,7.25,1.119,1.6,59.0,919,734,10,288,48,1383,1.75,22.2,bls_modeled
2015,Aurora,Illinois,city_medium,180000,3307,2414,39684,3017,36200,4027,7.25,1.096,0.1,58.7,889,702,11,303,50,1388,1.74,21.2,bls_modeled
2016,Aurora,Illinois,city_medium,180000,3474,2536,41688,3087,37040,4136,7.25,1.125,1.3,60.3,907,730,10,294,49,1388,1.83,21.0,bls_modeled
2017,Aurora,Illinois,city_medium,180000,3602,2629,43224,3141,37690,4218,7.25,1.147,2.1,60.5,927,734,11,299,51,1421,1.85,20.4,bls_modeled
2018,Aurora,Illinois,city_medium,180000,3520,2570,42240,3220,38640,4330,7.25,1.093,2.4,60.8,935,743,11,314,53,1450,1.77,21.1,bls_modeled
2019,Aurora,Illinois,city_medium,180000,3802,2775,45624,3318,39810,4458,7.25,1.146,1.8,60.2,955,802,11,319,53,1516,1.83,21.1,bls_modeled
2020,Aurora,Illinois,city_medium,180000,3980,2905,47760,3496,41950,4692,7.25,1.138,1.2,60.2,957,817,12,325,55,1561,1.86,20.5,bls_modeled
2021,Aurora,Illinois,city_medium,180000,4228,3086,50736,3813,45760,4855,7.25,1.109,4.7,61.5,1028,850,12,327,57,1604,1.92,20.1,bls_modeled
2022,Aurora,Illinois,city_medium,180000,4440,3241,53280,3859,46310,5158,7.25,1.151,8.0,60.9,1079,844,13,373,63,1680,1.93,19.0,bls_modeled
2023,Aurora,Illinois,city_medium,180000,4637,3385,55644,4005,48060,5456,7.25,1.158,4.1,61.2,1183,939,13,373,64,1782,1.9,20.3,bls_modeled
2024,Aurora,Illinois,city_medium,180000,4870,3555,58440,4167,50000,5660,7.25,1.169,2.9,61.4,1190,905,15,375,66,1796,1.98,18.6,bls_modeled
2010,Rockford,Illinois,city_small,147000,2940,2146,35280,2820,33840,3622,7.25,1.043,1.6,51.8,663,525,8,244,31,1064,2.02,17.9,bls_modeled
2011,Rockford,Illinois,city_small,147000,3013,2199,36156,2872,34460,3701,7.25,1.049,3.2,50.6,667,568,9,257,33,1146,1.92,18.9,bls_modeled
2012,Rockford,Illinois,city_small,147000,2930,2139,35160,2896,34750,3769,7.25,1.012,2.1,52.1,676,585,9,257,32,1164,1.84,20.0,bls_modeled
